"Project Name","Item Title","Item Ark","Item Sequence","Type.typeOfResource","Rights.copyrightStatus","Name.sponsor","Name.publisher","Name.subject","Rights.servicesContact","Subject.conceptTopic","Type.genre","Language","Name.repository","Name.designer","Subject.uniformTitle","Name.photographer","Name.creator","Subject.geographicPlace","Coverage.geographic","AltTitle.other","Publisher.placeOfOrigin","Date.creation","Date.normalized","Description.note","Description.caption","Format.extent","Title","Alt ID.local","AltTitle.parallel","Publisher.publisherName","thumbnailImageName","masterImageName"
"Ethiopian Posters","DUP - see Ark # 21198/zz002hgsqj","21198/zz002hgt7s","","still image","","","","","","","posters","","University of California, Los Angeles. $b Library Special Collections","Eamersen Graphic Design and Printing Press","","","","","Ethiopia","","","","","Graphics design & printed by Eamersen","","1 poster : col.","DUP - see Ark # 21198/zz002hgsqj","ucla_1922_box01_folder004_003","","","ucla_1922_box01_folder004_003.jpg","ucla_1922_box01_folder004_003.tif"
"Ethiopian Posters","Poster chiefly in Amharic depicting a man in a white robe, groups of people in white robes, a cross, and a field [descriptive]","21198/zz002hgt89","","still image","","","","","","Christianity $z Ethiopia","posters","eng|~|amh","University of California, Los Angeles. $b Library Special Collections","Eamersen Graphic Design and Printing Press","","","","Ethiopia $x Religion","Ethiopia","","[Addis Ababa (Ethiopia)?]","[between 2000 and 2010?]","2000/2010","Poster depicts a collage of the following: a photograph of a man wearing a white robe and a cross pendant with his palms raised; photographs of groups of people in white robes; an illustrated cross; an illustrated banner in the colors of the flag of Ethiopia; a background photograph of a field.|~|Chiefly in Amharic with some English.","Graphics design & print by Eamersen","1 poster : col.","Poster chiefly in Amharic depicting a man in a white robe, groups of people in white robes, a cross, and a field [descriptive]","ucla_1922_box01_folder004_004","","","ucla_1922_box01_folder004_004.jpg","ucla_1922_box01_folder004_004.tif"
"Ethiopian Posters","Poster chiefly in Amharic depicting a church, a group of people in white robes, and trees [descriptive]","21198/zz002hgt9t","","still image","","","","","","Christianity $z Ethiopia","posters","eng|~|amh","University of California, Los Angeles. $b Library Special Collections","Eamersen Graphic Design and Printing Press","","","","Ethiopia $x Religion","Ethiopia","","[Addis Ababa (Ethiopia)?]","[between 2000 and 2010?]","2000/2010","Poster depicts a photomontage of the following: a church; a group of people in white robes, some of whom are holding umbrellas; and trees. At the bottom is a border with green and light green chevron bars.|~|Chiefly in Amharic with some English.","Graphics design & print by Eamersen","1 poster : col.","Poster chiefly in Amharic depicting a church, a group of people in white robes, and trees [descriptive]","ucla_1922_box01_folder004_005","","","ucla_1922_box01_folder004_005.jpg","ucla_1922_box01_folder004_005.tif"
"Ethiopian Posters","Poster in Amharic depicting a man in a white robe, a bearded man, and a vine or branch [descriptive]","21198/zz002hgtbb","","still image","","","","","","Christianity $z Ethiopia","posters","amh","University of California, Los Angeles. $b Library Special Collections","","","","","Ethiopia $x Religion","Ethiopia","","[Addis Ababa (Ethiopia)?]","[between 2000 and 2010?]","2000/2010","Poster depicts a photomontage of the following: a man in a white robe, holding a book; the face of a bearded man; a green vine or a branch in the background; in the bottom center is an illustration of a church bell.","","1 poster : col.","Poster in Amharic depicting a man in a white robe, a bearded man, and a vine or branch [descriptive]","ucla_1922_box01_folder004_006","","","ucla_1922_box01_folder004_006.jpg","ucla_1922_box01_folder004_006.tif"
"Ethiopian Posters","Poster chiefly in Amharic of a man with his hands raised with a church building behind him [descriptive]","21198/zz002hgtcv","","still image","","","Aryam Spiritual Song Shop","","","Christianity $z Ethiopia","posters","eng|~|amh","University of California, Los Angeles. $b Library Special Collections","","","","","Ethiopia $x Religion","Ethiopia","","[Addis Ababa (Ethiopia)]","[between 2000 and 2010?]","2000/2010","Poster depicts a semicircular photomontage of a man raising his palms and wearing a white robe and a cross pendant, with a church building behind him; background is in orange, green, purple, and blue; at the bottom left is the publisher's logo.|~|Chiefly in Amharic with some English.","Saint Gorge [i.e. George] Union Printing P.L.C.|~|Published and distribbted [i.e. distributed] by Aryam Spiritual Song Shop","1 poster : col.","Poster chiefly in Amharic of a man with his hands raised with a church building behind him [descriptive]","ucla_1922_box01_folder004_007","","","ucla_1922_box01_folder004_007.jpg","ucla_1922_box01_folder004_007.tif"
"Ethiopian Posters","Poster chiefly in Amharic depicting a photograph of a clergyman and an illustration of an Ethiopian cross [descriptive]","21198/zz002hgtdc","","still image","","","","","","Christianity $z Ethiopia","posters","eng|~|amh","University of California, Los Angeles. $b Library Special Collections","Eamersen Graphic Design and Printing Press","","","","Ethiopia $x Religion","Ethiopia","","[Addis Ababa (Ethiopia)?]","[between 2000 and 2010?]","2000/2010","Chiefly in Amharic with some English.|~|Poster depicts a collage of the following: a photograph of a clergyman wearing a cream or white robe and a cross pendant; an illustration of an Ethiopian cross; in the background are branch-like shapes in blue with white edges.","Graphics design & printed by Eamersen","1 poster : col.","Poster chiefly in Amharic depicting a photograph of a clergyman and an illustration of an Ethiopian cross [descriptive]","ucla_1922_box01_folder004_008","","","ucla_1922_box01_folder004_008.jpg","ucla_1922_box01_folder004_008.tif"
"Ethiopian Posters","Poster in Amharic depicting a woman crossing her arms over her chest and a tree bearing 12 apples [descriptive]","21198/zz002hgtfw","","still image","","","","","","","posters","amh","University of California, Los Angeles. $b Library Special Collections","","","","","Ethiopia $x Religion","Ethiopia","","[Addis Ababa (Ethiopia)?]","[between 2000 and 2010?]","2000/2010","Poster depicts a collage of the following: a photograph of a woman wearing a white head covering and robe with patterned blue trim, crossing her arms over her chest; an illustration of a tree bearing 12 apples labeled with Amharic text and an illustrated rainbow-colored banner around the trunk with Amharic text; the background is an illustrated field with green hills in the horizon.","","1 poster : col.","Poster in Amharic depicting a woman crossing her arms over her chest and a tree bearing 12 apples [descriptive]","ucla_1922_box01_folder004_009","","","ucla_1922_box01_folder004_009.jpg","ucla_1922_box01_folder004_009.tif"
"Ethiopian Posters","Poster in Amharic depicting a man playing a five-string instrument, men sweeping, and a Christian church [descriptive]","21198/zz002hgtgd","","still image","","","","","","Christianity $z Ethiopia","posters","amh","University of California, Los Angeles. $b Library Special Collections","","","","","Ethiopia $x Religion","Ethiopia","","[Addis Ababa (Ethiopia)?]","[between 2000 and 2010?]","2000/2010","Poster depicts a photomontage of the following: a man in a white robe playing a five-string instrument; two men wearing white robes over contemporary Western clothing and sweeping; a Christian church.","Yorda Digetal [i.e. Digital] Studio","1 poster : col.","Poster in Amharic depicting a man playing a five-string instrument, men sweeping, and a Christian church [descriptive]","ucla_1922_box01_folder004_010","","","ucla_1922_box01_folder004_010.jpg","ucla_1922_box01_folder004_010.tif"
"Ethiopian Posters","Poster in Amharic depicting a woman with her hands raised, a church under construction, clouds, and a figure on horseback [descriptive]","21198/zz002hgthx","","still image","","","","","","Christianity $z Ethiopia","posters","amh","University of California, Los Angeles. $b Library Special Collections","","","","","Ethiopia $x Religion","Ethiopia","","[Addis Ababa (Ethiopia)?]","[between 2000 and 2010?]","2000/2010","Poster depicts a collage of the following: a photograph of a woman in a white robe and head covering with her hands raised; a photograph of a church possibly under construction; in the background is a photograph of clouds and an illustrated silhouette of a figure holding a staff or weapon on a rearing horse.","","1 poster : col.","Poster in Amharic depicting a woman with her hands raised, a church under construction, clouds, and a figure on horseback [descriptive]","ucla_1922_box01_folder005_001","","","ucla_1922_box01_folder005_001.jpg","ucla_1922_box01_folder005_001.tif"
"Ethiopian Posters","Poster chiefly in Amharic advertising church services and depicting church members, a women's choir, and crosses [descriptive]","21198/zz002hgtjf","","still image","","","","","","Christianity $z Ethiopia","posters","eng|~|amh","University of California, Los Angeles. $b Library Special Collections","","","","","Ethiopia $x Religion","Ethiopia","","[Addis Ababa (Ethiopia)?]","[between 1999 and 2010?]","1999/2010","Chiefly in Amharic with some English.|~|Poster appears to be an advertisement for a church with a schedule of its services and depicts a collage of the following: six portrait photographs of individual church members; a photograph of a women's choir; in the background is an illustration of two crosses on hills during sunrise or sunset.","AB GET Printing Press","1 poster : col.","Poster chiefly in Amharic advertising church services and depicting church members, a women's choir, and crosses [descriptive]","ucla_1922_box01_folder005_002","","","ucla_1922_box01_folder005_002.jpg","ucla_1922_box01_folder005_002.tif"
"Ethiopian Posters","Yameletnibih","21198/zz002hgtkz","","still image","","","","","","Christianity $z Ethiopia","posters","eng|~|amh","University of California, Los Angeles. $b Library Special Collections","Saha Pro (Firm)","","","","Ethiopia $x Religion","Ethiopia","","[Addis Ababa (Ethiopia)?]","[between 2008 and 2009?]","2008/2009","Chiefly in Amharic with some English.|~|Poster depicts the following: a photograph of a seated man and a standing man, both of whom are wearing white button-up shirts and slacks; a smaller photograph of the same two men wearing red and white church robes is in the bottom right; the background is purple with a white spiral.","Design & Print @ Saha Pro|~|2001","1 poster : col.","Yameletnibih","ucla_1922_box01_folder005_003","","","ucla_1922_box01_folder005_003.jpg","ucla_1922_box01_folder005_003.tif"
"Ethiopian Posters","Poster chiefly in Amharic depicting Saint Barbara, images of a church, leaves, and a map [descriptive]","21198/zz002hgtmg","","still image","","","","","","Christianity $z Ethiopia","posters","eng|~|amh","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","","[Addis Ababa (Ethiopia)?]","[2009?]","2009","Poster depicts a collage of the following: an illustration of Saint Barbara holding a chalice; an illustration of a church; a photograph of a dilapidated church; photographs of leaves; in the bottom left is a map with directions to a small illustration of the church; in the background is an illustration or photograph of the sky and the illustrated church from a different perspective, with rainbows around it.|~|Chiefly in Amharic with some English.","AB GET Printing Press","1 poster : col.","Poster chiefly in Amharic depicting Saint Barbara, images of a church, leaves, and a map [descriptive]","ucla_1922_box01_folder005_004","","","ucla_1922_box01_folder005_004.jpg","ucla_1922_box01_folder005_004.tif"
"Ethiopian Posters","Selamawit Teklu Vol 1","21198/zz002hgtn0","","still image","","","","","","Christianity $z Ethiopia","posters","eng|~|amh","University of California, Los Angeles. $b Library Special Collections","","","","","Ethiopia $x Religion","Ethiopia","","[Addis Ababa (Ethiopia)?]","[between 2000 and 2010?]","2000/2010","Chiefly in Amharic with some English.|~|Poster depicts a photomontage of the following: a woman wearing a head covering and robe with blue diamonds on the fringe, with her hands raised; a photograph of a church; in the background is a photograph of a cloudy sky.","AB GET Printing Press","1 poster : col.","Selamawit Teklu Vol 1","ucla_1922_box01_folder005_005","","","ucla_1922_box01_folder005_005.jpg","ucla_1922_box01_folder005_005.tif"
